Cattle_ID,age,weight,Breed,Disease_Status,Body_Condition,feed,milk_output,Lactation_Stage,health_status,temperature,humidity,thi,feed_weight_ratio,feed_per_weight,temp_humidity,thi_squared,feed_thi_interaction,age_weight_ratio,anomaly_score,model_anomaly,anomaly_score_norm,extreme_heat_stress,abnormal_yield_drop,abnormal_feed_behaviour,anomaly_label,issue_tags
COW00028,70,576.3,Brown Swiss,Healthy,2.7,14.8,22.87,Mid,0,47.02298096970638,58.943468647649425,73.24750133557262,0.025681068887732087,0.025681068887732087,2771.6976045069036,5365.196451904713,1084.0630197664748,0.12146451500954365,-0.082719303185461,False,0.20682790878448098,False,False,True,Warning,abnormal feed behaviour
COW00029,59,564.3,Holstein,Ketosis,2.7,24.1,28.82,Late,1,29.254880404005064,95.0,53.91604070700886,0.04270777954988482,0.04270777954988482,2779.213638380481,2906.9394455198367,1299.3765810389136,0.10455431508063087,-0.02327756186670138,False,0.4450702282406379,False,False,False,Normal,none
COW00030,60,500.7,Guernsey,Healthy,3.8,18.0,21.49,Late,0,18.19702881289347,89.08403115951671,34.340169381128625,0.035949670461354104,0.035949670461354104,1621.0646817784254,1179.247233124604,618.1230488603153,0.11983223487118035,-0.05215145557249906,False,0.3293437495812924,False,False,False,Normal,none
COW00031,36,548.2,Guernsey,Healthy,3.4,22.3,20.64,Mid,0,29.09552415509363,83.40581894889422,51.933341594463315,0.040678584458226925,0.040678584458226925,2426.736019902918,2697.0719691672134,1158.1135175565319,0.06566946369937979,-0.10763217743187714,False,0.10697718414037341,False,False,False,Normal,none
COW00032,21,500.2,Guernsey,Healthy,3.2,28.4,16.99,Mid,0,35.99746631216961,55.27805206131541,57.13663172170186,0.05677728908436625,0.05677728908436625,1989.869816879559,3264.5946845013873,1622.6803408963328,0.04198320671731308,-0.05193393276314395,False,0.3302155803434075,False,True,False,Warning,abnormal yield drop
COW00033,71,464.3,Guernsey,Healthy,3.7,28.2,24.55,Mid,0,42.0,46.717382489881054,62.89399756720717,0.06073659272022399,0.06073659272022399,1962.1300645750043,3955.6549299838616,1773.6107313952423,0.1529183717424079,-0.06841551604139207,False,0.26415744440383304,False,False,False,Normal,none
COW00034,107,521.7,Ayrshire,Healthy,4.9,24.8,18.2,Late,0,31.208474660033723,62.80737573255076,51.923741562664944,0.047536898600728385,0.047536898600728385,1960.1223940125274,2696.074937866419,1287.7087907540906,0.2050987157370136,-0.09095001859759849,False,0.17383922630198584,False,False,False,Normal,none
COW00035,18,461.7,Ayrshire,Healthy,2.9,31.6,19.89,Mid,0,49.0,65.79815809706665,78.36616270158507,0.06844271171756552,0.06844271171756552,3224.109746756266,6141.255456571303,2476.370741370088,0.03898635477582846,-0.0053088697063282675,False,0.5170886920828119,False,False,True,Warning,abnormal feed behaviour
COW00036,104,575.8,Guernsey,Healthy,3.6,22.3,20.64,Early,0,38.97179099151263,60.62793890437884,62.47480322325604,0.038728725251823554,0.038728725251823554,2362.779363227649,3903.1010377845632,1393.1881118786098,0.1806182702327197,-0.1127611246116707,False,0.0864203793534905,False,False,False,Normal,none
COW00037,101,458.0,Ayrshire,Foot and Mouth,3.4,14.7,20.0,Mid,1,42.92639026474047,84.77982382576342,74.92573562208906,0.03209606986899563,0.03209606986899563,3639.2918041206626,5613.865858511186,1101.408313644709,0.2205240174672489,-0.032273493546538856,False,0.4090145612711844,False,False,True,Warning,abnormal feed behaviour
COW00038,41,607.0,Guernsey,Foot and Mouth,4.1,28.7,18.16,Mid,1,41.72662586835912,46.78888920275314,62.56712539508472,0.04728171334431631,0.04728171334431631,1952.342474559388,3914.6451802042557,1795.6764988389316,0.06754530477759473,-0.08021149883343337,False,0.21687918104390838,False,False,False,Normal,none
COW00039,80,455.5,Guernsey,Healthy,4.2,18.0,24.02,Mid,0,21.649743526936124,85.5670696513185,39.923187914784286,0.03951701427003293,0.03951701427003293,1852.5051123025253,1593.860933279178,718.6173824661172,0.1756311745334797,-0.0504028797861642,False,0.3363520360452998,False,False,False,Normal,none
COW00040,29,504.7,Brown Swiss,Ketosis,4.2,17.2,19.26,Late,1,33.602705413987636,58.73318972002212,54.56052573336443,0.03407965127798692,0.03407965127798692,1973.59407218575,2976.850968301122,938.4410426138681,0.0574598771547454,-0.10342852754011328,False,0.123825400194895,False,False,False,Normal,none
COW00041,93,500.0,Guernsey,Ketosis,2.6,15.3,18.08,Late,1,22.182148446590777,94.42522969121599,41.49403030287736,0.030600000000000002,0.030600000000000002,2094.554462113984,1721.754550776105,634.8586636340236,0.186,-0.04893369537917219,False,0.3422405227057693,False,False,True,Warning,abnormal feed behaviour
COW00042,87,656.0,Holstein,Healthy,3.3,19.9,26.18,Early,0,35.87704092915069,98.0,66.14913285388823,0.030335365853658536,0.030335365853658536,3515.9500110567674,4375.707777321356,1316.3677437923757,0.1326219512195122,-0.05075579114913986,False,0.3349375683696831,False,False,False,Normal,none
COW00043,50,576.4,Brown Swiss,Healthy,4.4,19.9,20.41,Early,0,38.828583015928736,44.79761934083743,58.40629004257921,0.034524635669673835,0.034524635669673835,1739.4280814916808,3411.2947165378873,1162.2851718473262,0.08674531575294935,-0.11093587064011201,False,0.09373599175200326,False,False,False,Normal,none
COW00044,19,533.1,Brown Swiss,Healthy,3.1,19.4,20.57,Mid,0,21.435581358200466,83.23927910565469,39.40483229001827,0.036390921027949726,0.036390921027949726,1784.282339467217,1552.7408078044664,764.4537464263544,0.03564059275933221,-0.0566606145256382,False,0.31127105413262585,False,False,False,Normal,none
COW00045,116,589.9,Ayrshire,Healthy,5.0,24.7,23.73,Early,0,19.20278570785233,84.88779697212,35.83920754696955,0.04187150364468554,0.04187150364468554,1630.082174467296,1284.4487975947588,885.2284264101478,0.19664349889811833,-0.03206600152838146,False,0.4098461886525117,False,False,False,Normal,none
COW00046,60,381.4,Holstein,Healthy,3.1,27.5,20.76,Mid,0,42.0,44.797294491107714,62.36405327954573,0.07210277923439959,0.07210277923439959,1881.486368626524,3889.2751414540185,1715.0114651875076,0.15731515469323545,-0.04856666223344669,False,0.34371159044394367,False,False,False,Normal,none
COW00047,108,546.5,Guernsey,Healthy,3.5,30.9,15.87,Early,0,48.41914255335598,59.632621577078304,75.42182058529437,0.05654162854528819,0.05654162854528819,2887.360404970886,5688.451020400334,2330.534256085596,0.19762122598353157,-1.2344596014846054e-05,False,0.5383171487084696,False,True,True,Warning,"abnormal yield drop, abnormal feed behaviour"
COW00048,85,709.8,Holstein,Ketosis,3.4,15.7,25.44,Early,1,25.9926666215336,95.0,48.2071665876838,0.02211890673429135,0.02211890673429135,2469.303329045692,2323.9309104126974,756.8525154266356,0.11975204282896591,-0.015389035105262905,False,0.4766874196458961,False,False,True,Warning,abnormal feed behaviour
COW00049,96,560.6,Ayrshire,Healthy,3.3,16.7,21.55,Late,0,45.92395975478097,67.33094254414236,74.36454703395492,0.029789511237959327,0.029789511237959327,3092.1034956486633,5530.085855565294,1241.887935467047,0.17124509454156261,-0.08277689343198141,False,0.20659708725057777,False,False,False,Normal,none
COW00050,94,555.4,Ayrshire,Mastitis,4.5,24.6,20.94,Early,1,42.0,50.80715130488628,64.02277376014862,0.04429240187252431,0.04429240187252431,2133.9003548052237,4098.915559943175,1574.9602344996563,0.16924738926899532,-0.13067953760270723,False,0.014603434269975301,False,False,False,Normal,none
COW00051,33,593.9,Jersey,Healthy,2.5,15.8,20.95,Late,0,34.73532148428496,69.61013669047863,58.343702269087,0.026603805354436776,0.026603805354436776,2417.930476508795,3403.987594463867,921.8304958515746,0.05556490991749453,-0.0904676186085307,False,0.1757726839994114,False,False,True,Warning,abnormal feed behaviour
COW00052,51,621.6,Ayrshire,Healthy,3.7,20.7,18.21,Mid,0,19.34813722077617,92.32044100931799,36.44665188058771,0.0333011583011583,0.0333011583011583,1786.228560930856,1328.3584333047475,754.4456939281655,0.08204633204633205,-0.036690622054078026,False,0.3913107235701861,False,False,False,Normal,none
COW00053,62,390.2,Brown Swiss,Foot and Mouth,3.9,25.2,20.2,Mid,1,29.540746023078793,95.0,54.41630554038789,0.0645822655048693,0.0645822655048693,2806.3708721924854,2961.1343086648494,1371.2908996177748,0.15889287544848796,-0.05884899027460222,False,0.3025000507483382,False,False,False,Normal,none
COW00054,65,415.4,Ayrshire,Healthy,4.6,28.0,16.66,Early,0,32.583714357172624,95.0,59.74150012505209,0.06740491092922485,0.06740491092922485,3095.4528639313994,3569.046837191599,1672.7620035014586,0.15647568608570053,-0.0338284536941057,False,0.40278228570187335,False,True,False,Warning,abnormal yield drop
COW00055,16,566.8,Guernsey,Healthy,3.8,17.9,19.24,Early,0,21.266627208156283,90.1769694433412,39.605418085812275,0.031580804516584335,0.031580804516584335,1917.759991912838,1568.589141751986,708.9369837360397,0.028228652081863093,-0.044099139135293175,False,0.36161740951173305,False,False,False,Normal,none
COW00056,71,492.8,Holstein,Healthy,4.9,26.0,21.46,Mid,0,45.10821127511046,76.90883512400819,76.10389659919517,0.052759740259740256,0.052759740259740256,3469.219983696398,5791.803077580989,1978.7013115790744,0.14407467532467533,-0.09113583908394335,False,0.1730944583546293,False,False,False,Normal,none
COW00057,28,655.0,Jersey,Mastitis,4.6,25.6,24.39,Late,1,28.60120472279245,63.966159496591985,48.364929041652935,0.039083969465648856,0.039083969465648856,1829.5092230928217,2339.1663612041234,1238.1421834663151,0.042748091603053436,-0.053609688103317565,False,0.3234991580074083,False,False,False,Normal,none
COW00058,92,524.8,Brown Swiss,Healthy,3.0,29.5,19.38,Late,0,42.0,56.10009682198893,65.48362672286895,0.05621189024390245,0.05621189024390245,2356.204066523535,4288.105368780036,1931.766988324634,0.1753048780487805,-0.10519819855243051,False,0.11673256412894141,False,False,False,Normal,none
COW00059,85,395.2,Jersey,Healthy,4.6,19.6,23.56,Early,0,38.1410905096772,54.45803337225286,59.84180340043852,0.04959514170040486,0.04959514170040486,2077.088779830118,3581.0414342167355,1172.8993466485952,0.21508097165991905,-0.04435628814381565,False,0.3605867570631832,False,False,False,Normal,none
COW00060,111,448.6,Holstein,Healthy,4.9,27.5,22.47,Early,0,35.95924041310565,95.0,65.64867072293488,0.06130182790905037,0.06130182790905037,3416.1278392450363,4309.747967688328,1805.3384448807092,0.24743646901471242,-0.049167885904739916,False,0.3413018877874766,False,False,False,Normal,none
COW00061,92,330.0,Ayrshire,Healthy,2.8,27.5,18.01,Early,0,31.694412962448578,57.72944012254678,51.73949814566158,0.08333333333333333,0.08333333333333333,1829.7007153349455,2676.975668364918,1422.8361990056933,0.2787878787878788,-0.006075468298495257,False,0.5140161672435699,False,False,False,Normal,none
COW00062,51,531.3,Ayrshire,Healthy,3.8,18.3,18.38,Mid,0,24.59671791499305,67.44805164531151,42.95486189742569,0.03444381705251271,0.03444381705251271,1659.00070023561,1845.120160626913,786.0739727228901,0.09599096555618296,-0.08022085087259945,False,0.21684169809921094,False,False,False,Normal,none
COW00063,116,534.9,Brown Swiss,Healthy,2.8,25.2,17.36,Early,0,18.0,90.74573432652888,34.06684643575504,0.04711160964666293,0.04711160964666293,1633.4232178775198,1160.5500260773158,858.4845301810269,0.21686296504019445,-0.005524992208064128,False,0.5162224737494004,False,True,False,Warning,abnormal yield drop
COW00064,56,516.0,Jersey,Healthy,3.9,26.2,21.78,Early,0,37.10452769339332,95.0,67.65292346343831,0.05077519379844961,0.05077519379844961,3524.9301308723657,4576.918053149842,1772.5065947420837,0.10852713178294573,-0.12079117636843029,False,0.05423595619495119,False,False,False,Normal,none
COW00065,47,636.3,Holstein,Healthy,2.3,18.9,20.45,Late,0,30.090818237769273,75.9861783569145,52.395507722026046,0.0297029702970297,0.0297029702970297,2286.4862815206316,2745.289229448891,990.2750959462923,0.07386452931007387,-0.0814366183762999,False,0.2119689056208115,False,False,False,Normal,none
COW00066,109,645.9,Ayrshire,Healthy,4.2,22.1,25.53,Late,0,26.27196447749317,67.20017231641063,45.39555216821301,0.0342158228827992,0.0342158228827992,1765.48053997816,2060.756156656949,1003.2417029175075,0.16875677349434898,-0.030376920668182872,False,0.4166160196324752,False,False,False,Normal,none
COW00067,52,536.4,Jersey,Mastitis,3.3,21.8,19.55,Mid,1,52.0,73.102613820254,85.48658279641552,0.040641312453392996,0.040641312453392996,3801.3359186532084,7307.955838208406,1863.6075049618585,0.09694258016405667,-0.07685755434593072,False,0.23032178040762594,True,False,False,Warning,extreme heat stress
COW00068,20,379.2,Holstein,Healthy,3.8,27.9,15.7,Early,0,42.34128173744027,80.94656130004628,72.89053213956794,0.07357594936708861,0.07357594936708861,3427.381157682239,5313.029675589387,2033.6458466939453,0.052742616033755275,0.04945306657292403,True,0.7365743670921655,False,True,False,Warning,abnormal yield drop
COW00069,62,599.4,Jersey,Healthy,2.1,14.0,22.81,Mid,0,48.28037752640097,82.16538282403499,82.86224391791646,0.02335669002335669,0.02335669002335669,3966.9757023456714,6866.151467112283,1160.0714148508305,0.10343677010343677,-0.03033682261461812,False,0.4167767325099078,True,False,True,Warning,"extreme heat stress, abnormal feed behaviour"
COW00070,97,594.4,Brown Swiss,Healthy,4.1,23.0,20.47,Early,0,44.09021862327897,67.68282715030634,71.76735424996514,0.03869448183041723,0.03869448183041723,2984.150646098608,5150.553136039989,1650.6491477491982,0.16318977119784658,-0.09464673498865162,False,0.15902279818536638,False,False,False,Normal,none
COW00071,32,574.8,Guernsey,Ketosis,3.5,17.3,20.97,Mid,1,50.27490154772996,65.0,79.93860724420844,0.030097425191370916,0.030097425191370916,3267.8686006024473,6390.1809281438145,1382.937905324806,0.055671537926235214,-0.05642803441108346,False,0.31220323452844834,False,False,False,Normal,none
COW00072,61,628.5,Jersey,Healthy,3.9,25.6,25.03,Mid,0,21.21277478863071,88.28928131082056,39.3851697291114,0.040731901352426415,0.040731901352426415,1872.8606406964989,1551.1915945909127,1008.2603450652518,0.09705648369132856,-0.05023775539009562,False,0.3370138541254132,False,False,False,Normal,none
COW00073,26,456.8,Ayrshire,Healthy,2.9,26.2,19.52,Early,0,36.02401005286774,40.0,53.86881206344129,0.05735551663747811,0.05735551663747811,1440.9604021147095,2901.8489131263577,1411.3628760621618,0.05691768826619965,-0.085721781575047,False,0.194793984478394,False,False,False,Normal,none
COW00074,86,710.7,Guernsey,Healthy,2.4,23.0,24.01,Late,0,38.24941737826705,51.08948062478787,59.184077373208176,0.032362459546925564,0.032362459546925564,1954.1428680563986,3502.755014517892,1361.233779583788,0.12100745743633037,-0.06556992807225137,False,0.27556255237920557,False,False,False,Normal,none
COW00075,63,473.2,Ayrshire,Healthy,3.3,23.8,21.25,Mid,0,47.97951508097442,62.79550171697538,75.87003703400484,0.05029585798816568,0.05029585798816568,3012.8977216469757,5756.262519541266,1805.7068814093152,0.13313609467455623,-0.08628789750270704,False,0.19252499355224434,False,False,False,Normal,none
COW00076,47,609.9,Jersey,Healthy,4.8,19.7,17.74,Mid,0,42.0,48.78595925475515,63.46492475431242,0.0323003771110018,0.0323003771110018,2049.010288699716,4027.7966740705374,1250.2590176599547,0.07706181341203476,-0.08684714927040182,False,0.19028351415847847,False,False,False,Normal,none
COW00077,36,415.0,Guernsey,Healthy,2.7,19.6,20.19,Early,0,36.091551871236874,94.37140775481082,65.74386436174075,0.047228915662650604,0.047228915662650604,3406.0105581444004,4322.2557012149655,1288.5797414901187,0.08674698795180723,-0.0722850362272639,False,0.24864841920013195,False,False,False,Normal,none
COW00078,72,475.6,Jersey,Healthy,4.0,27.4,21.28,Mid,0,33.35245497310773,95.0,61.08679620293854,0.057611438183347345,0.057611438183347345,3168.483222445235,3731.596670339346,1673.7782159605158,0.15138772077375945,-0.10554506532277474,False,0.11534232316231287,False,False,False,Normal,none
COW00079,84,671.3,Guernsey,Healthy,2.1,16.4,25.48,Early,0,19.380583065275957,93.58291046561152,36.56544104286337,0.024430210040220467,0.024430210040220467,1813.6913697690668,1337.031478659117,599.6732331029592,0.1251303441084463,0.0009623362130424251,True,0.5422236664437756,False,False,False,Warning,model anomaly
COW00080,113,529.1,Guernsey,Mastitis,4.2,27.9,22.52,Mid,1,43.283777207813955,98.0,79.33312342990885,0.052731052731052726,0.052731052731052726,4241.810166365767,6293.744473145153,2213.394143694457,0.21357021357021355,-0.04733846946773945,False,0.3486341833348928,False,False,False,Normal,none
COW00081,59,617.2,Jersey,Mastitis,2.7,25.8,21.88,Early,1,40.15417633468095,50.08744765696402,61.422950658860294,0.04180168502916396,0.04180168502916396,2011.2202053718352,3772.7788676407863,1584.7121269985957,0.09559300064808814,-0.11771533408260987,False,0.06656392277529624,False,False,False,Normal,none
COW00082,29,569.0,Ayrshire,Healthy,3.4,29.9,23.31,Mid,0,33.56189842981971,98.0,62.02817920507909,0.05254833040421792,0.05254833040421792,3289.066046122332,3847.4950154974063,1854.6425582318648,0.050966608084358524,-0.06734108926968646,False,0.26846374365580583,False,False,False,Normal,none
COW00083,101,541.6,Ayrshire,Bloat,3.1,18.7,20.75,Mid,1,38.670563174818206,54.58190248793312,60.583785665206044,0.03452732644017725,0.03452732644017725,2110.712908361385,3670.3950855276253,1132.916791939353,0.18648449039881831,-0.12000470609028552,False,0.05738812669150098,False,False,False,Normal,none
COW00084,80,659.1,Ayrshire,Mastitis,2.3,23.1,23.73,Mid,1,35.907547135327846,55.3038171086836,57.02053224054791,0.03504779244424215,0.03504779244424215,1985.824419593607,3251.3410969953634,1317.1742947566568,0.12137763617053557,-0.09885597962602011,False,0.14215215840737971,False,False,False,Normal,none
COW00085,87,531.1,Jersey,Foot and Mouth,3.0,14.7,20.77,Mid,1,38.12558926643625,62.09304790488849,61.632412922074344,0.027678403313876856,0.027678403313876856,2367.334040722929,3798.5543225970764,905.9964699544928,0.1638109583882508,-0.08931063392014255,False,0.18040987513179602,False,False,True,Warning,abnormal feed behaviour
COW00086,22,407.5,Guernsey,Mastitis,3.1,30.4,19.56,Mid,1,25.0,95.0,46.47,0.07460122699386502,0.07460122699386502,2375.0,2159.4609,1412.6879999999999,0.053987730061349694,-0.0006461296897742885,False,0.5357769399692224,False,False,True,Warning,abnormal feed behaviour
COW00087,45,485.7,Holstein,Healthy,3.6,26.2,19.47,Mid,0,30.08610763273495,61.70552756833452,50.14808157590385,0.05394276302244184,0.05394276302244184,1856.479143955606,2514.8300857435074,1313.8797372886809,0.0926497838171711,-0.10588858811888313,False,0.11396548483430954,False,False,False,Normal,none
COW00088,94,594.1,Holstein,Healthy,4.9,25.2,26.35,Mid,0,42.0,40.0,61.04,0.0424171014980643,0.0424171014980643,1680.0,3725.8815999999997,1538.2079999999999,0.1582225214610335,-0.07125305428925544,False,0.25278459968699807,False,False,False,Normal,none
COW00089,101,581.6,Ayrshire,Healthy,3.4,27.2,27.0,Mid,0,46.33488859017553,91.76411852472292,82.7726798887673,0.046767537826685,0.046767537826685,4251.880208418699,6851.316535968343,2251.4168929744706,0.17365887207702888,0.006839064039167675,True,0.5657775737998973,True,False,False,Warning,extreme heat stress
