Cattle_ID,age,weight,feed,thi,temperature,humidity,predicted_yield,baseline_yield,predicted_decline_pct,alert_category,severity,recommendation
COW00024,96,612.2,29.2,51.567206554835685,27.912689459906105,95.0,22.400512852425486,21.955026644623146,-2.029085252380874,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00025,81,485.2,15.0,75.53866848752875,48.906281512701995,58.0,20.507132160394416,20.44426227287235,-0.3075184943478651,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00026,55,620.2,30.1,81.62523827224177,46.29466992678356,88.3831135281409,22.39684085442411,21.72878699705484,-3.0745105903050116,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00027,100,440.2,18.8,50.070098554293374,30.32779932640323,59.06565558981865,20.274793957756977,20.168173920815345,-0.5286548864574702,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00028,70,576.3,14.8,73.24750133557262,47.02298096970638,58.943468647649425,21.464481854942996,21.416346173690204,-0.22476140823650673,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00029,59,564.3,24.1,53.91604070700886,29.254880404005064,95.0,21.367113135472312,21.005071106699628,-1.7235934452857438,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00030,60,500.7,18.0,34.340169381128625,18.19702881289347,89.08403115951671,20.616264781069592,20.281638012151596,-1.64990011515592,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00031,36,548.2,22.3,51.933341594463315,29.09552415509363,83.40581894889422,20.844709693089055,20.57443836292005,-1.3136267702748,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00032,21,500.2,28.4,57.13663172170186,35.99746631216961,55.27805206131541,19.883687072910444,19.549885767220793,-1.707433535234942,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00033,71,464.3,28.2,62.89399756720717,42.0,46.717382489881054,20.174681933410973,19.747986631361385,-2.160702809935881,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00034,107,521.7,24.8,51.923741562664944,31.208474660033723,62.80737573255076,21.259260622228986,21.03564562700454,-1.0630289138232036,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00035,18,461.7,31.6,78.36616270158507,49.0,65.79815809706665,19.538701046679833,18.79595918711522,-3.9516039174726942,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00036,104,575.8,22.3,62.47480322325604,38.97179099151263,60.62793890437884,21.916901791218542,21.67259905729898,-1.1272424376682395,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00037,101,458.0,14.7,74.92573562208906,42.92639026474047,84.77982382576342,20.43591111310809,20.436409412207638,0.0024382908440343802,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00038,41,607.0,28.7,62.56712539508472,41.72662586835912,46.78888920275314,21.82897363938945,21.394626466866654,-2.030169459585836,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00039,80,455.5,18.0,39.923187914784286,21.649743526936124,85.5670696513185,20.291404419502992,20.02088699638688,-1.3511760151532273,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00040,29,504.7,17.2,54.56052573336443,33.602705413987636,58.73318972002212,19.993753366891525,19.90441638157729,-0.44882996618239646,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00041,93,500.0,15.3,41.49403030287736,22.182148446590777,94.425229691216,21.056668921669797,20.744377768220552,-1.5054255034231994,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00042,87,656.0,19.9,66.14913285388823,35.87704092915069,98.0,22.784851926456454,22.538493305963037,-1.0930571850969204,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00043,50,576.4,19.9,58.40629004257921,38.828583015928736,44.79761934083743,21.31697785995241,21.15682921241522,-0.7569595894039246,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00044,19,533.1,19.4,39.40483229001827,21.435581358200466,83.23927910565469,20.453278556960196,20.192327181080362,-1.2923293761025145,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00045,116,589.9,24.7,35.83920754696955,19.20278570785233,84.88779697212,22.225824314146596,21.93351613958923,-1.3327009344833685,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00046,60,381.4,27.5,62.36405327954573,42.0,44.797294491107714,18.827567666517623,18.42409984102259,-2.1898916580808185,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00047,108,546.5,30.9,75.42182058529437,48.41914255335598,59.632621577078304,21.941612158347922,21.25249477401094,-3.2425246619972494,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00048,85,709.8,15.7,48.2071665876838,25.9926666215336,95.0,23.457834547001163,23.201286765365705,-1.1057480743629533,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00049,96,560.6,16.7,74.36454703395492,45.92395975478097,67.33094254414236,21.573017650627257,21.475816084207516,-0.45260941907218,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00050,94,555.4,24.6,64.02277376014862,42.0,50.80715130488628,21.59496552609221,21.261592127689426,-1.5679606513033668,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00051,33,593.9,15.8,58.343702269087,34.73532148428496,69.61013669047863,21.361141313201554,21.27794721608751,-0.3909874212449487,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00052,51,621.6,20.7,36.44665188058771,19.34813722077617,92.320441009318,22.138769784402136,21.786953430756405,-1.6148028900134128,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00053,62,390.2,25.2,54.41630554038789,29.540746023078793,95.0,19.023409831255403,18.6405352633856,-2.053989128852205,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00054,65,415.4,28.0,59.74150012505209,32.583714357172624,95.0,19.439554147259688,18.982557006587818,-2.4074582813752174,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00055,16,566.8,17.9,39.605418085812275,21.266627208156283,90.1769694433412,20.99693806307623,20.688587286125323,-1.490439016866559,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00056,71,492.8,26.0,76.10389659919517,45.10821127511046,76.90883512400819,20.63335420597346,20.177270427316564,-2.2603839320081547,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00057,28,655.0,25.6,48.364929041652935,28.60120472279245,63.966159496591985,22.23757416110773,22.026026836888903,-0.9604425064284884,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00058,92,524.8,29.5,65.48362672286895,42.0,56.10009682198893,21.29782957010619,20.81031296160297,-2.3426683173998177,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00059,85,395.2,19.6,59.84180340043852,38.1410905096772,54.45803337225286,19.555198325530622,19.397215660791993,-0.814460526197906,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00060,111,448.6,27.5,65.64867072293488,35.95924041310565,95.0,20.686681675838045,20.218754335252534,-2.3143232902813096,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00061,92,330.0,27.5,51.73949814566158,31.694412962448578,57.72944012254678,18.818081914738933,18.56791355956542,-1.3473153802174922,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00062,51,531.3,18.3,42.95486189742569,24.59671791499305,67.44805164531151,20.70368460576134,20.569148847325714,-0.654065753688766,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00063,116,534.9,25.2,34.06684643575504,18.0,90.74573432652888,21.634312418904912,21.290760117448645,-1.6136215877737112,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00064,56,516.0,26.2,67.65292346343831,37.10452769339332,95.0,20.72641902801908,20.291750909497203,-2.1420927176788775,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00065,47,636.3,18.9,52.395507722026046,30.090818237769273,75.9861783569145,22.14927420818796,21.971524944503194,-0.808998301818991,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00066,109,645.9,22.1,45.39555216821301,26.27196447749317,67.20017231641063,22.73695939267578,22.566628490113303,-0.754791096229107,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00067,52,536.4,21.8,85.48658279641552,52.0,73.102613820254,20.905696756314416,20.569939089327065,-1.6322735110166813,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00068,20,379.2,27.9,72.89053213956794,42.34128173744027,80.94656130004628,18.003033069566392,17.50043694165773,-2.8719061677385485,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00069,62,599.4,14.0,82.86224391791646,48.28037752640097,82.16538282403499,21.57240453732298,21.642865551216598,0.32556231394994745,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00070,97,594.4,23.0,71.76735424996514,44.09021862327897,67.68282715030634,22.146318496626733,21.82276832425012,-1.4826266199099714,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00071,32,574.8,17.3,79.93860724420844,50.27490154772996,65.0,21.08907381892071,20.951113560604902,-0.6584865187080982,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00072,61,628.5,25.6,39.3851697291114,21.21277478863071,88.28928131082056,22.257655810490352,21.931027628179265,-1.4893428062230916,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00073,26,456.8,26.2,53.86881206344129,36.02401005286774,40.0,19.202985295652688,18.969683278361625,-1.2298677519681434,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00074,86,710.7,23.0,59.184077373208176,38.24941737826705,51.08948062478787,23.467981793752898,23.232710698701126,-1.012671737288603,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00075,63,473.2,23.8,75.87003703400484,47.97951508097442,62.79550171697538,20.24197640013066,19.843530080357766,-2.0079407149804394,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00076,47,609.9,19.7,63.46492475431242,42.0,48.78595925475515,21.790298023941258,21.596784729802536,-0.8960282586494577,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00077,36,415.0,19.6,65.74386436174075,36.091551871236874,94.37140775481082,18.90711415830301,18.679669980762743,-1.2176027615825147,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00078,72,475.6,27.4,61.08679620293854,33.35245497310773,95.0,20.380442110667182,19.933172792909076,-2.2438440804427064,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00079,84,671.3,16.4,36.56544104286337,19.380583065275957,93.58291046561152,23.085520449222162,22.72912687398573,-1.568003809439492,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00080,113,529.1,27.9,79.33312342990885,43.283777207813955,98.0,21.67034123108645,21.11799044356146,-2.615546157202627,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00081,59,617.2,25.8,61.422950658860294,40.15417633468095,50.08744765696402,22.05882011451344,21.725820586365444,-1.5327362518908914,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00082,29,569.0,29.9,62.02817920507909,33.56189842981971,98.0,21.24469391153336,20.71586156430821,-2.5527895404373986,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00083,101,541.6,18.7,60.58378566520605,38.670563174818206,54.58190248793312,21.396767788564297,21.256934058560375,-0.6578264279255701,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00084,80,659.1,23.1,57.02053224054791,35.907547135327846,55.3038171086836,22.69955252358361,22.48192104107987,-0.9680288535222248,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00085,87,531.1,14.7,61.632412922074344,38.12558926643625,62.09304790488849,21.06915825918511,21.029159764180633,-0.19020491285916988,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00086,22,407.5,30.4,46.47,25.0,95.0,18.36501100827384,17.9285415722153,-2.434494932565838,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00087,45,485.7,26.2,50.14808157590385,30.08610763273495,61.70552756833452,19.930092624204878,19.703958687509022,-1.147657383382607,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00088,94,594.1,25.2,61.04,42.0,40.0,22.103719263367836,21.769068959768525,-1.537274305197797,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00089,101,581.6,27.2,82.7726798887673,46.33488859017553,91.76411852472292,22.198683482950614,21.659299527764283,-2.4903111686271933,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00090,59,424.6,19.1,73.79638252302237,44.74209144653188,71.19716649679421,19.435987188393913,19.254486200127218,-0.9426425944593406,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00091,98,492.1,24.9,50.840202087292504,27.497258335595717,95.0,20.944576416870216,20.56903239796076,-1.8257738703678006,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00092,102,503.5,28.4,57.165386250041,34.824159320625675,63.190159217506014,21.039062210046197,20.693611990041997,-1.6693568052326193,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00093,53,520.8,15.6,62.98537695870896,40.74964034748641,53.07725075668431,20.56492628210469,20.495821544400634,-0.33716500484916917,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00094,108,439.9,31.3,56.115695029300305,37.36444950166516,42.77975584503265,20.3207900082365,19.945265684106943,-1.8827742386444508,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00095,43,499.7,30.1,38.70140790590559,20.791176732633456,88.69206340133799,20.12645137761685,19.781842615374195,-1.7420458192040633,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00096,37,491.7,31.3,73.2688266737741,47.26146860418413,58.0,20.253725366547975,19.58001632852648,-3.440799163379435,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00097,85,611.7,28.6,58.50491229964158,36.552152404122026,58.067451603260025,22.244405819672064,21.884534953735805,-1.644407188441657,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00098,80,614.7,19.3,80.53283105247246,47.209467250846686,80.35868747949493,22.13902613933992,21.956667667822842,-0.8305380136728137,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00099,27,538.3,24.5,58.633448231881765,31.95054184678958,95.0,20.633458466478945,20.26222983327603,-1.8321213225666664,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00100,101,518.6,16.2,47.340515596936235,26.40336886606349,81.79220861772284,21.22510519083449,21.037996991110667,-0.8893821964271773,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00101,33,561.2,27.6,44.26268566413699,24.209499096662427,86.60061337583898,21.00670111324218,20.666223451113353,-1.6475078910002,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00102,98,484.7,16.8,61.535272496764065,42.0,41.794465567985746,20.76581521709149,20.647678650134836,-0.5721542307899218,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00103,12,458.3,29.6,50.61549291004462,29.53874460874378,69.9166112950756,19.00444883121664,18.688790058993156,-1.6890273325724776,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00104,98,474.8,18.3,38.071354543263745,20.28809102050948,92.40485087449238,20.819627843096534,20.481278011556796,-1.6519956974795214,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00105,96,499.2,16.9,34.04121974105368,18.128309293812706,84.182187116614,21.04010714318418,20.746642965625288,-1.4145140399105887,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00106,96,456.9,15.3,71.9127412146726,41.36256764233131,83.16228409049536,20.396832576378014,20.359334309125636,-0.1841821873103681,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00107,83,563.0,26.8,82.073649482413,49.0,76.51343781044223,21.780213385779184,21.239578265395522,-2.545413631232449,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00108,62,608.4,17.4,58.328796068487065,36.991248998878845,54.60431545859278,21.829141337677402,21.730557570212344,-0.45366423363289216,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00109,88,423.0,17.6,66.74522772838523,36.32621748007227,97.07216378598672,19.979878981412135,19.81052854592759,-0.8548506673708052,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00110,41,552.0,17.1,79.05959516513158,46.68574089132984,78.39684564545598,20.816245735445314,20.726930524138538,-0.43091383551828555,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00111,96,532.4,19.5,79.52157787195904,49.0,69.13750830045961,21.29754144060688,21.07961005263427,-1.0338492383324613,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00112,72,577.3,30.9,60.57750333220644,40.21879772200621,46.487312398638046,21.72468719358071,21.270125620507212,-2.1370892733949844,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00113,61,549.0,22.8,76.15700442707717,41.499440689369195,98.0,21.191592425390596,20.862146198570848,-1.579157885694025,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00114,66,433.7,18.7,62.30574098091756,42.0,44.58601804680277,19.672777786124982,19.505991466131306,-0.8550517428620379,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00115,73,449.0,17.1,46.59169167977939,25.40085273006398,89.72949404869263,20.104347096301993,19.852319855887483,-1.2695102750914393,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00116,16,552.4,14.3,45.25408228167742,24.686148086698957,88.51869266875677,20.744318381735077,20.519282439540813,-1.0967047354473667,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00117,27,632.3,20.6,56.24508520927736,30.585762976729917,95.0,22.000596945734912,21.71179605689909,-1.3301566027931355,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00118,38,372.9,16.0,53.03288982555166,32.86679233621084,55.98945267992608,18.273157088010645,18.214557917428856,-0.3217161286451987,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00119,24,577.7,14.5,37.820777233522904,20.742665453341292,76.09805225194741,21.16792420370338,20.971360765067967,-0.9372946316522669,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00120,59,645.2,15.9,59.64367213573418,32.52781264899096,95.0,22.34198184487768,22.17831779845974,-0.7379461684389107,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00121,84,537.8,19.7,38.98046678953796,21.11521292255256,84.70761116735672,21.27341058187308,20.99810044590405,-1.3111192447064033,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00122,82,594.0,27.5,54.35442475770035,33.2501772547566,60.2343564224573,21.919041935678475,21.63121261989042,-1.330620344064251,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00123,62,493.8,15.2,55.78755099599403,35.32534215395598,53.17608281365955,20.31682799728217,20.273866222209598,-0.21190716463103387,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00124,104,540.5,26.2,79.55052480700857,46.568266031321,80.50142322479526,21.684551908324227,21.19972120205476,-2.2869673692806622,Heat Stress Alert,High,"High heat stress detected. Consider active cooling, shading, and improved hydration measures."
COW00125,73,420.3,25.2,49.989044584960304,29.592133301611504,65.26626476229863,19.476533857540932,19.252250399334503,-1.1649726839942924,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00126,20,362.5,29.9,77.31310861760768,46.72127719938688,72.81917330465096,17.75626772144276,17.12084606240314,-3.711391695968745,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00127,94,625.4,17.3,62.98099438860478,42.0,47.032588364510055,22.354108612610048,22.226594218079455,-0.5737019053817547,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00128,74,471.2,28.3,58.78351352136948,38.3311477647179,48.9679618579435,20.240688148977576,19.88486282606098,-1.7894280992989886,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00129,80,513.6,29.6,57.61227894980576,32.9640802860267,79.94478849649946,20.932595829125635,20.510200826943805,-2.059438645900232,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00130,73,439.1,31.6,63.06856052234456,41.19495572643744,51.176035076128045,19.866685447704757,19.352749167740317,-2.6556241467808417,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00131,71,437.2,28.6,59.47944628806872,32.43396930746784,95.0,19.813595067196143,19.34325333360494,-2.4315544313017865,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00132,21,536.1,16.2,46.434701101025354,25.94647465027234,80.34938508775625,20.492806505978475,20.30922142097157,-0.903949399149941,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00133,72,491.6,31.0,78.50452861831327,47.830013107938456,71.31471368254182,20.778781517682145,20.0773358516512,-3.4937188440430327,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00134,97,580.2,28.7,61.636332411782504,33.666475663875715,95.0,22.040059234480545,21.556723774596115,-2.2421563913808846,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00135,44,586.2,17.8,61.69226339576826,38.97227898456741,57.440501212683145,21.376496979109763,21.255770540255615,-0.567970183087501,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00136,77,575.7,17.0,71.84961592369757,39.88360129381052,92.38386135937245,21.56520828869167,21.455443879790195,-0.511592346988767,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00137,15,569.1,30.9,56.428514822386475,34.97552573037925,58.55546242638341,20.939696083587627,20.558977335856813,-1.8518369932088223,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00138,49,676.2,16.8,38.952913167998155,21.250893907942544,81.04341004620163,22.78618592412012,22.550535840600965,-1.0449866255278923,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00139,59,464.6,28.0,66.88179915994428,38.851211902142246,79.34506361433444,20.02521297498345,19.569087002817636,-2.3308495286476054,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00140,118,545.6,21.3,57.42379285622516,34.4163807251944,67.39823977812861,21.662349190525845,21.461336991983465,-0.9366247714085298,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00141,35,640.6,27.0,74.41801147428625,42.633120922053955,84.69313329779598,22.36538534277023,21.885299400819115,-2.193645758088868,Heat Stress Alert,Medium,Moderate heat stress detected. Monitor cattle closely and provide ventilation and water access.
COW00142,41,651.2,15.7,42.11482583587126,24.515964837029944,60.32102784610777,22.224144165873156,22.151839940884066,-0.3264027962555055,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00143,56,436.3,27.1,48.36668648409582,26.468952562477774,89.41558414658383,19.506875757424297,19.13821663238222,-1.9262982132739437,No Alert,Low,Conditions are within expected range; continue routine monitoring.
COW00144,119,525.0,23.2,46.497435989774615,27.81459661706569,58.486728450268146,21.36280989584548,21.219631733463107,-0.6747438606890753,No Alert,Low,Conditions are within expected range; continue routine monitoring.
